Sr. No,Name of NPO,"Registration No,District (State)",Address,Sectors
628,Sunaina Memorial Foundation,"U80902JH2020NPL014361
SARAIKELA KHARSAWAN (Jharkhand)","House No 270, Indraprastha Colony, Opposite of Indo Danish Tool Room, Adityapur Industrial Area, Jamshedpur, SARAIKELA KHARSAWAN (Jharkhand) - 832109",--
629,SUNSAAR GLOBAL FOUNDATION,"U88900JH2025NPL024431
DUMKA (Jharkhand)","C/O AMIT KUMAR PATWARI, HARNADANGAL, Dumka, Dumka, Dumka- 814101, Jharkhand, Dumka, DUMKA (Jharkhand) - 814101","Education & Literacy, Skill Development"
630,SUNSHINE DEVELOPMENT FOUNDATION,"U88900JH2024NPL023260
HAZARIBAGH (Jharkhand)","Rebar, Raibar, Kutipisi, Hazaribagh, Hazaribag, Hazaribagh, Jharkhand, India, 825301, HAZARIBAG, HAZARIBAGH (Jharkhand) - 825301",--
631,SUNYAM VANDANASWEWA SADAN FOUNDATION,"U88900JH2024NPL023065
DEOGHAR (Jharkhand)","C/O SUJIT MANDAL, VANDANA, SEVA SADAN CHITTOLODHIYA, DEOSANG B.T, DEOGHAR, PINCODE814114, JHARKHAND, DEOSANG, DEOGHAR (Jharkhand) - 814114",--
632,SURVEY SUKHIN FOUNDATION,"U85500JH2023NPL020768
DEOGHAR (Jharkhand)","C/O GANESH KUMAR KESHRI SAHID ASHRAM ROAD B.DEOGHAR DEOGHAR JHARKHAND-814112, Deoghar, DEOGHAR (Jharkhand) - 814112",--
633,SURYAKUND WELFARE FOUNDATION,"013421
HAZARIBAGH (Jharkhand)","C/O CHHOTI LAL MAHTO, VILLAGE-SALAIYA P.O-BARWAN, P.S-BARKATHA HAZARIBAGH Hazaribagh JH 825323 IN, Hazaribagh, HAZARIBAGH (Jharkhand) - 825323",--
634,SVAANTAR FOUNDATION,"U87200JH2025NPL024042
RANCHI (Jharkhand)","SVAANTAR FOUNDATION YBW 03, VASTU VIHAR, PHASE - 05, BUKRU, Kanke, Kanke, Ranchi- 834006, Jharkhand, Ranchi, RANCHI (Jharkhand) - 834006",--
635,SVN VOCATIONAL TRAINING CENTER FOUNDATION,"U85300JH2022NPL018054
GARHWA (Jharkhand)","DULDULWA PESKA MERAL GARHWA JHARKHAND, GARHWA, GARHWA (Jharkhand) - 822117",--
636,Swachhatapukare Foundation,"U85300JH2022NPL018141
WEST SINGHBHUM (Jharkhand)","HIG-276, Ward no. 15, Near Bank of Baroda, Adityapur, Jamshedpur, Jamshedpur, WEST SINGHBHUM (Jharkhand) - 831013",--
637,SWALAMBI JHARKHAND MICROWELFARE DEVELOPMENT CENTRE,"U93000JH2011NPL015096
EAST SINGHBUM (Jharkhand)","SWALAMBI JHARKHAND MICROWELFARE DEVELOPMENT CENTRE,H5/26,K ROAD BISTUPUR,JAMSHEDPUR-831001,JHARKHAND, JAMSHEDPUR, EAST SINGHBUM (Jharkhand) - 831001",--
638,SWAMI SHIVANAND EDUCATION COUNCIL,"U85500JH2024NPL022346
EAST SINGHBUM (Jharkhand)","C/o. Arjun Sharma, Road No. 5, Sankosai, M.G.M Medical College, Jamshedpur, East Singhbhum- 831018, Jharkhand, Jamshedpur, EAST SINGHBUM (Jharkhand) - 831018",--
639,SWASTIK CONSTRUCTION GROUP GRATUITY TRUST,"IN-JH01446842638310N
EAST SINGHBUM (Jharkhand)","153, KAMANI CENTRE, 3RD FLOOR, BISTUPUR, JAMSHEDPUR - 831001, Dhalbhumgarh, EAST SINGHBUM (Jharkhand) - 831001",Labour & Employment
640,SWASTIKA JAN KALYAN FOUNDATION,"U88900JH2025NPL025146
RANCHI (Jharkhand)","1st Floor, Plot No. 1259, Lower Hatia, Opposite Durga Manidr, Near Sunday Market, Namkum, RANCHI (Jharkhand) - 834003","Aged/Elderly, Animal Welfare, Art & Culture, Children, Civic Issues, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, Human Rights, New & Renewable Energy, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Water Resources, Women's Development & Empowerment, Youth Affairs"
641,SWASTIKESH CHARITABLE FOUNDATION,"022256
RAMGARH (Jharkhand)","C/O MADAN LAL AGRAWAL, BARKAKANA, RAMGARH, JHARKHAND, INDIA, RAMGARH, RAMGARH (Jharkhand) - 829102",--
642,SWAVLAMBAN HANDICRAFTS PRODUCER COMPANY LIMITED,"U31001JH2024PTC022167
HAZARIBAGH (Jharkhand)","ATGURHET, POST-CHANDWAR, DIST - HAZARIBAG, JHARKHAND, HAZARIBAG, HAZARIBAGH (Jharkhand) - 825301",--
643,SWEVEX FOUNDATION,"U84120JH2024NPL022944
BOKARO (Jharkhand)","PLOT NO.2836,SINGH NAGAR, PHUSRO BAZAR,BERMO, Phusro Bazar, Bokaro, Bokaro- 829144, Jharkhand, Bokaro, BOKARO (Jharkhand) - 829144",--
644,SWGTM UDAAN FOUNDATION,"U88900JH2025NPL023846
DEOGHAR (Jharkhand)","HOUSE NO 57E, HANUMAN NAGAR, Jasidih, Deoghar, Deoghar- 814142, Jharkhand, Deoghar, DEOGHAR (Jharkhand) - 814142","Children, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Human Rights, Labour & Employment, Legal Awareness & Aid, Minority Issues, Nutrition, Skill Development, Vocational Training"
645,T2H JANKALYAN KRANTI FOUNDATION,"U88900JH2024NPL023284
DHANBAD (Jharkhand)","FLOT 201 MANORAM KUNJ NR KUMAR TALKIES DHANSAR DHANBAD DHANBAD DHANBAD JHARKHAND INDIA 826001, DHANBAD, DHANBAD (Jharkhand) - 826001",--
646,TAABIR FOUNDATION,"U88900JH2024NPL022522
DEOGHAR (Jharkhand)","MADARASA,DONDIA KURWA, Sonaraithari, Sonaraithari, DEOGHAR (Jharkhand) - 814150",--
647,TAARE JAMEEN PAR FOUNDATION,"U85300JH2022NPL018884
EAST SINGHBUM (Jharkhand)","D/65, NEAR AT D.A.V PUBLIC SCHOOL, GUA, ROAD,THAKURA, MUNDA TOLA, WEST SINGHBHUM, WEST SINGHBHUM, EAST SINGHBUM (Jharkhand) - 833213",--
648,TAMISHRARHA FOUNDATION,"022371
RANCHI (Jharkhand)","F.No-303, Sri Ram, Krishna Green Park, Bariatu, Ranchi, Ranchi, Jharkhand, India, 834009, Ranchi, RANCHI (Jharkhand) - 834009",--
649,TANYAS HELPING WELFARE FOUNDATION,"U85305JH2023NPL020437
RANCHI (Jharkhand)","C/O RK SINGH DWARIKA NIWAS PATH HARMU ROAD RANCHI JHARKHAND, RANCHI, RANCHI (Jharkhand) - 834001",--
650,TAQSIM FOUNDATION,"U85499JH2025NPL024167
RANCHI (Jharkhand)","NEAR PAHARI TOLA, LURAK MISTRI LANE, RANCHI G. P. O., RANCHI - 834001, JHARKHAND, Ratu, RANCHI (Jharkhand) - 834001","Art & Culture, Children, Education & Literacy, Health & Family Welfare, Human Rights, Minority Issues"
651,Technology Innovation in Exploration & Mining Foundation,"U73200JH2020NPL015292
DHANBAD (Jharkhand)","TEXMIN HUB CRE BUILDING, 3RD FLOOR, IIT (ISM) DHANBAD, JHARKHAND 826004, DHANBAD, DHANBAD (Jharkhand) - 826004",--
652,TECHNOWELL SOFTWARE SOLUTIONS PRIVATE LIMITED,"U72900JH2008PTC013141
RANCHI (Jharkhand)","MODI COMPOUND, RANI SATI MANDIR LANE. RATU ROAD, RANCHI, RANCHI (Jharkhand) - 834001",--
653,TECSOUR INFOSERV PRIVATE LIMITED,"U72900JH2013PTC001417
EAST SINGHBUM (Jharkhand)","9/1, B.ROAD, ADARSH NAGAR, BAGUN NAGAR BARIDIH, JAMSHEDPUR, JAMSHEDPUR, EAST SINGHBUM (Jharkhand) - 831017",--
654,TEJASWANI AGROTECH PRIVATE LIMITED,"U01110JH2021PTCO16086
RANCHI (Jharkhand)","C/o Usha Kumari, W/o Late Ak Singh,Misir Gonda, Kanke Road Ranchi 834008, , RANCHI, RANCHI (Jharkhand) - 834008",--
655,TEYSHU CARE FOUNDATION,"U88900JH2025NPL024712
RANCHI (Jharkhand)","C 103, ROAD NO 1, ASHOK NAGAR, RANCHI, Namkum, RANCHI (Jharkhand) - 834002","Education & Literacy, Human Rights, Legal Awareness & Aid, Rural Development & Poverty Alleviation, Skill Development, Sports, Tribal Affairs, Women's Development & Empowerment"
656,The Trust Association of N.E.L.C.,"U91910JH1967NPL000811
DUMKA (Jharkhand)","Trust Association of Northern Evangelical Lutheran Church Bandarjori Mission,Dumka814101, Dumka, DUMKA (Jharkhand) - 814101",--
657,TRAILBLAZING ENTREPRENEURS FEDERATION OF INDIA,"U85221JH2024NPL021793
RANCHI (Jharkhand)","C/o. Ranjit Ranjan,Bargai, Chitragupta Nagar,Rd No.3, Bariatu, Ranchi, Jharkhand834009,, Bariatu, RANCHI (Jharkhand) - 834009",--
658,TREENIGHET FOUNDATION,"163962
EAST SINGHBUM (Jharkhand)","62 New Layout Sitaram Dera, PO- Agrico Jamshedpur, Dhalbhumgarh, EAST SINGHBUM (Jharkhand) - 831009","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
659,TRIBEHOOL FOUNDATION,"U88900JH2025NPL025188
SARAIKELA KHARSAWAN (Jharkhand)","VILL, CHHOTA GAMAHARIA, Itagarh, Dhalbhum, Seraikela-kharsawan Jharkhand-831002,, Kharsawan, SARAIKELA KHARSAWAN (Jharkhand) - 831002","Animal Husbandry, Dairying & Fisheries, Education & Literacy, Environment & Forests, Panchayati Raj, Rural Development & Poverty Alleviation, Science & Technology, Skill Development, Tribal Affairs, Vocational Training, Women's Development & Empowerment, Youth Affairs"
660,TRIYA FOUNDATION,"U88900JH2024NPL023514
BOKARO (Jharkhand)","Chaas, Bokaro, Bokaro, BOKARO (Jharkhand) - 827009",--
661,TRUE HEALTH EDUCATION FOUNDATION,"U85306JH2024NPL023188
BOKARO (Jharkhand)","C/OSAHDEO KUMAR PRAJAPATI MADHUKARPUR CHANDIPUR, PETERWAR BOKARO JHARKHAND829121, BOKARO, BOKARO (Jharkhand) - 829121",--
662,TRUSHELTER FOUNDATION,"U88900JH2024NPL023664
BOKARO (Jharkhand)","PLOT C1 19/B, CITY CENTRE, Sector- IV, Chas, Bokaro- 827004, Jharkhand, Bokaro Steel City, BOKARO (Jharkhand) - 827013",--
663,TSF INDIA FOUNDATION,"U88900JH2024NPL022920
RANCHI (Jharkhand)","H.NO- 110, ANAND VIHAR COLONY, KADRU BEHIND HAJ HOUSE RANCHI-834002 JHARKHAND, RANCHI, RANCHI (Jharkhand) - 834002",--
664,TUNDI FARMERS PRODUCER COMPANY LIMITED,"U01611JH2025PTC025042
DHANBAD (Jharkhand)","Krishak Pathshala Opp. Police Station Tundi, Dhanbad Jharkhand 828109, Tundi, DHANBAD (Jharkhand) - 828109","Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Drinking Water, Education & Literacy, Youth Affairs"
665,UDGYAM BHARAT FOUNDATION,"U85300JH2021NPL017029
RANCHI (Jharkhand)","2ND FLOOR, AYODHAYA PURI, ROAD NO-2, LOWER CHUTIYA, RANCHI, JHARKHAND-834001, RANCHI, RANCHI (Jharkhand) - 834001",--
666,UJJWAL SAVERA FOUNDATION,"017374
RANCHI (Jharkhand)","Panah Lodge, Opp. Medanta Hospital, Plot No. 6/2, Hutup Irba, Ormanjhi, Ranchi, Ranchi, JH835219 IN, Ranchi, RANCHI (Jharkhand) - 835219",--
667,ULGULAN CHARITABLE FEDERATION,"U94990JH2025NPL025274
LOHARDAGA (Jharkhand)","VILL.- JHARO CHATTI, POST- JHARO CHATTI, BLOCK- BHANDARA, DIST- LOHARDAGA, Bhandra, LOHARDAGA (Jharkhand) - 835302","Aged/Elderly, Animal Husbandry, Dairying & Fisheries, Art & Culture, Children, Civic Issues, Dalit Upliftment, Differently Abled, Education & Literacy, Health & Family Welfare, Human Rights, Labour & Employment, Land Resources, Legal Awareness & Aid, Minority Issues, Panchayati Raj, Religious, Tribal Affairs, Youth Affairs"
668,Ulgulan for Social Change Foundation,"U85300JH2019NPL013376
EAST SINGHBUM (Jharkhand)","E/5, Basant Residency, Parsudih, Near Ghagidh Jail, Harharguttu, EastSingbhum, East Singbhum, EAST SINGHBUM (Jharkhand) - 831001",--
669,UMAAMRITA FOUNDATION,"U85300JH2021NPL016790
SAHEBGANJ (Jharkhand)","SAKROGARH, COLLEGE ROAD NEAR GUN SHOP, SHEBGANJ, JHARKHAND, 816109, SAHIBGANJ, SAHEBGANJ (Jharkhand) - 816109",--
670,UNFLO SPORTS FOUNDATION,"U93110JH2024NPL023474
DUMKA (Jharkhand)","c/o Diwakant Goswami Basukinath Main road Basukinath Dham Jarmundi Dumka Jharkhand-, DUMKA, DUMKA (Jharkhand) - 814118",--
671,UNIQUE & UNITY FOUNDATION,"U85420JH2023NPL021086
BOKARO (Jharkhand)","House No. 2,Vastu Vihar Phase 5 Marafari Colony, Bokaro, Chas, Jharkhand, India, 827012, BOLARO, BOKARO (Jharkhand) - 827012",--
672,UNNATI SUTRA SANKALP FOUNDATION,"024024
RANCHI (Jharkhand)","1286/B, MALLAH TOLI, TIWARI TANK ROAD, GURUDWA,Ranchi G.P.O, Bundu, RANCHI (Jharkhand) - 834001","Art & Culture, Religious"
673,UPASYA FOUNDATION,"020865
GARHWA (Jharkhand)","204 PIPRAKALAN MERAL Garhwa Garhwa Garhwa JH 822114 IN, Garhwa, GARHWA (Jharkhand) - 822114",--
674,Urjavya Foundation,"U85300JH2020NPL015574
EAST SINGHBUM (Jharkhand)","KALIKAPUR JADUGORAEAST SINGHBHUM SINGHBHUM JH 832102 IN, Kalikapur, EAST SINGHBUM (Jharkhand) - 832102",--
675,URSHA HELP FOUNDATION,"U85420JH2025NPL024839
EAST SINGHBUM (Jharkhand)","Urmila Tower 109, Snp Area, Sakchi, Jamshedpur, East Singhbhum, Jamshedpur, Jharkhand, India, 831001, Dhalbhumgarh, EAST SINGHBUM (Jharkhand) - 831001","Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Education & Literacy, Food Processing, Health & Family Welfare"
676,UTKARSH SAHYOG FOUNDATION,"U74120JH2014NPL002432
RANCHI (Jharkhand)","D-27 ASHOK VIHAR , GATE NO 1 RANCHI JHARKHANDPIN834002, RANCHI, RANCHI (Jharkhand) - 834002",--
677,UTKRAM FOUNDATION,"U88900JH2025NPL025411
RANCHI (Jharkhand)","C/o JOSEPH BHENGRA 654, CHURU LODHMA NAMKUM, Namkum, Ranchi, Ranchi- 834010, Jharkhand, Namkum, RANCHI (Jharkhand) - 834010","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
678,UTSAHIT JEEVAN FOUNDATION,"018206
WEST SINGHBHUM (Jharkhand)","C/O Deepak Kumar Gupta, SPG Mission Compound, Chaibasa Pashchim Singhbhum, Chaibasa, WEST SINGHBHUM (Jharkhand) - 833201",--
679,V AND L LIFE PROTECTION FOUNDATION,"U86900JH2025NPL024714
RANCHI (Jharkhand)","Plot No 2711, Aashirwad, 1st Floor, Bariatu, Near Jaiprakash Nagar, Bariatu Road, Ranchi-834009. JHARKHAND., Kanke, RANCHI (Jharkhand) - 834009","Children, Dalit Upliftment, Education & Literacy, Health & Family Welfare, HIV/AIDS, Skill Development, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment"
680,VADANAM EMPOWERMENT WELFARE FOUNDATION,"021690
DEOGHAR (Jharkhand)","CO SMT RAJANI DEVI SAPTAR, MADHUPUR DEOGAHAR, Saptar, Madhupur, Deoghar- 815353, Jharkhand, MADHUPUR, DEOGHAR (Jharkhand) - 815353",--
681,VAISHNAVI GLOBAL MISSION FOUNDATION,"024849
PALAMU (Jharkhand)","C/o Gupta Bhawan, Vishvakarma nagar, japla, Hussainabad, PALAMU (Jharkhand) - 822116","Agriculture, Animal Husbandry, Dairying & Fisheries, Health & Family Welfare, Human Rights, Religious, Rural Development & Poverty Alleviation, Women's Development & Empowerment"
682,VAN MILIEU CARE FOUNDATION,"U85300JH2022NPL018656
RANCHI (Jharkhand)","C/O ANIL KUMAR SINGH VIKASH NAGAR ROAD NO10 SHAKUNTLEYA NIWAS HATIA RANCHI JHARKHAND834003, RANCHI, RANCHI (Jharkhand) - 834003",--
683,VANANCHAL ONCOLOGY FOUNDATION,"U86900JH2024NPL023642
RANCHI (Jharkhand)","C/O YOGESH KUMAR , 1A SINHA APARTMENT, JATIN CHANDRA ROAD,NEAR HOTEL LANDMARK, LALPUR,RANCHI-834001,JHARKHAND, RANCHI, RANCHI (Jharkhand) - 834001",--
684,Variable Seva Foundation,"121845
HAZARIBAGH (Jharkhand)","C/ORiyajul Haque, Sakri Mohalla, Konra, Barhi, Hazaribagh, Jharkhand 825408, Hazaribagh, HAZARIBAGH (Jharkhand) - 825405",--
685,VEDANNOVATION FOUNDATION,"U88900JH2023NPL021613
DHANBAD (Jharkhand)","S/O A K Pandey At post Singdaha, Topchanchi, Dhanbad, DHANBAD (Jharkhand) - 828402",--
686,VEDVRIKSHA FOUNDATION,"U85500JH2025NPL024548
RAMGARH (Jharkhand)","C/O AKASH KUMAR TIWARI, TEACHERS COLONY, PATRATU, Patratu TPS, Patratu, Ramgarh- 829119, Jharkhand, India, Patratu, RAMGARH (Jharkhand) - 829119","Aged/Elderly, Art & Culture, Biotechnology, Civic Issues, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, Nutrition, Religious, Rural Development & Poverty Alleviation, Skill Development, Tourism, Tribal Affairs, Vocational Training, Youth Affairs"
687,VFLB WELFARE FOUNDATION,"U88900JH2023NPL020454
LOHARDAGA (Jharkhand)","C/o- Mahendra Singh, New Road, Vir Shivaji Chowk Lohardaga Baza R Lohardaga Lohardaga JH 835302, Lohardaga, LOHARDAGA (Jharkhand) - 835302",--
688,Vhridhi Foundation,"015930
EAST SINGHBUM (Jharkhand)","C/o Ramesh Kumar Choubey, Ground Floor, Dhanwanti Appartment, Dimna Road Mango jamshedpur, jamshedpur, EAST SINGHBUM (Jharkhand) - 831012",--
689,VHSCORP FOUNDATION,"024253
DHANBAD (Jharkhand)","C/O UTTAM KUMAR DUBEY, BEHIND KRISHNA POLYCLINIC, Govindpur, Dhanbad- 828109, Gobindpur, DHANBAD (Jharkhand) - 828109","Aged/Elderly, Art & Culture, Children, Civic Issues, Differently Abled, Education & Literacy, Health & Family Welfare, Human Rights, Legal Awareness & Aid, Nutrition, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Women's Development & Empowerment"
690,VIDYA MITRAK FOUNDATION,"023173
RANCHI (Jharkhand)","C/O SRI ANIL KUMAR, ARYAN LOHRA KOCHA,LALPUR, Lalpur (Ranchi), Ranchi, Ranchi, Jharkhand, India,834001, RANCHI, RANCHI (Jharkhand) - 834001",--
691,VIDYA-VAN FOUNDATION,"U85500JH2025NPL025010
LATEHAR (Jharkhand)","WARD NO.-10, GIJNIYATAR, DHARAMPUR, Latehar Hsgii, Latehar, LATEHAR (Jharkhand) - 829206","Children, Dalit Upliftment, Drinking Water, Education & Literacy, Health & Family Welfare, Human Rights, Labour & Employment, Rural Development & Poverty Alleviation, Skill Development, Vocational Training, Women's Development & Empowerment"
692,VIDYAPURNA FOUNDATION,"U85499JH2023NPL020763
HAZARIBAGH (Jharkhand)","Gola Road,Opposite Raymond Showroom Boddam Bazar,, HAZARIBAG, HAZARIBAGH (Jharkhand) - 825301",--
693,Vikasalaya Foundation,"U85300JH2022NPL019702
DHANBAD (Jharkhand)","1A, Pradhan khanta, Baliapur, Dhanbad, Jharkhand 828201, Baliapur, DHANBAD (Jharkhand) - 828201","Aged/Elderly, Agriculture, Art & Culture, Children, Disaster Management, Education & Literacy, Environment & Forests, Health & Family Welfare, Human Rights, Labour & Employment, Micro Finance (SHGs), New & Renewable Energy, Nutrition, Rural Development & Poverty Alleviation, Skill Development, Tourism, Tribal Affairs, Vocational Training, Women's Development & Empowerment"
694,VIKRAM TIRKEY FOUNDATION FOR COMMUNITY HEALTHCARE,"U85190JH2022NPL019761
EAST SINGHBUM (Jharkhand)","Flat No. 611,1st Floor, Padma Block Vijayas Shatabdi Sonari, East Singhbhum, Purba Singhbhum, Jamshedpur, Jharkhand, India, 831011, Jamshedpur, EAST SINGHBUM (Jharkhand) - 831011",--
695,VIKRAMADITYA-EDUCATIONAL AND WELFARE FOUNDATION,"025509
GIRIDIH (Jharkhand)","1 ST FLOOR, MANGALLAM MAL, IN FRONT OF ZILA PARISAD,Giridih, Giridh, Giridih, Jharkhand, India, 815301, Giridih, GIRIDIH (Jharkhand) - 815301","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
696,VISHWA SHANTI ANAND AASHRAM FOUNDATION,"U86909JH2023NPL020155
DEOGHAR (Jharkhand)","Bandha, Baijnathpur, District- Deoghar, Jharkhand, Pin Code-814122, Deoghar, DEOGHAR (Jharkhand) - 814122",--
697,VISHWADEO KUMUDINI EDUCATIONAL FOUNDATION,"U85500JH2025NPL024469
PALAMU (Jharkhand)","CHAINPUR BANGLA, PO-MEDNINAGAR, Daltonganj, Palamau- Jharkhand, 822101, Medininagar(Daltonganj), PALAMU (Jharkhand) - 822101","Education & Literacy, Health & Family Welfare"
698,VIVAANYOG BHASKAR FOUNDATION,"U88900JH2024NPL022648
HAZARIBAGH (Jharkhand)","1369 GURUCHATTI BARKAGAON HAZARIBAGH JHARKHAND- 825311, HAZARIBAGH, HAZARIBAGH (Jharkhand) - 825311",--
699,Vivaswan Foundation,"U85499JH2025NPL024916
DUMKA (Jharkhand)","L I C Colony, Nahar Park, Dumka-814101, Jharkhand, Dumka, DUMKA (Jharkhand) - 814101","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
