Sr. No,Name of NPO,"Registration No,District (State)",Address,Sectors
1474,SILKKCITY SAMAJIK EKKTA WELFARE FOUNDATION,"U88900BR2025NPL074668
BHAGALPUR (Bihar)","C/O DHARMENDER PANDIT,AGARPUR,BLOCK GORADIH,SUJAGANJ BAZAR,BHAGALPUR,JAGDISHPUR,BIHAR,INDIA,812002, Goradih, BHAGALPUR (Bihar) - 812002","Agriculture, Education & Literacy, Labour & Employment, Micro Finance (SHGs), Micro Small & Medium Enterprises, Skill Development, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment, Youth Affairs"
1475,SILVERBONE KNOWLEDGE FOUNDATION,"U80902BR2021NPL055299
MUZAFFARPUR (Bihar)","C/23, JAGAT AARWATI APTT, BAILY ROAD, PATNA, MUZAFFARPUR (Bihar) - 800001",--
1476,SIMRAN STRAY FOUNDATION,"U85300BR2022NPL058514
PATNA (Bihar)","WHITE KOTHI NEAR DR.D.Y.PATIL SCHOOL CHANKYA BIHAR COLONY JAGANPURA PATNA, PATNA, PATNA (Bihar) - 800027",--
1477,SINDRA MICROFIN,"U74140BR2011NPL017472
BEGUSARAI (Bihar)","C/OINDRADEO PRASAD, VILL- HEMRA TOLA RAJA DUMRI, KHATOPUR,PO- MIRZAPUR BANDAR BEGUSARAI BR-851129, BEGUSARAI, BEGUSARAI (Bihar) - 851129",--
1478,SINGH SHANKAR WELFARE FOUNDATION,"U88900BR2023NPL062726
PATNA (Bihar)","C/ O Tara Gupta, Lct Ghat Mainpura Sadakat Ashram Phulwari Br 800013 India, PATNA, PATNA (Bihar) - 800013",--
1479,SINHA SOFTEC EDUCATION FOUNDATION,"U85499BR2023NPL063075
PATNA (Bihar)","C/O RAJEEVKUMAR KHAZANCHI ROAD, NEEMTAL DEVI ASTHAN Bankipore Sampatchak Patna BR 800004 IN, Bankipore Sampatchak, PATNA (Bihar) - 800004",--
1480,SITALAYA FOUNDATION,"U94910BR2024NPL072298
SHEOHAR (Bihar)","Vill chhatuni block tariyani dist sheohar, Tariani Chowk, SHEOHAR (Bihar) - 843329","Agriculture, Children, Disaster Management, Education & Literacy, Environment & Forests, Health & Family Welfare, Panchayati Raj, Rural Development & Poverty Alleviation, Skill Development, Women's Development & Empowerment"
1481,SIWANCOASTAL MICRO FOUNDATION,"U85300BR2021NPL055638
SIWAN (Bihar)","C/O SHIV KUMAR PANDIT, VILL/TOLA-PIPRA, PANCH- SIRSAWN,BLOCK- DARAUNDHA, DARAUNDHA, SIWAN (Bihar) - 841233",--
1482,SJPH FOUNDATION,"U85490BR2025NPL077943
PURNIA (Bihar)","WARD NO 04 BHOGAKARIAT BELWA KAMAT POST BHOGA Bhogabhatgama, Purnia East, PURNIA (Bihar) - 854337","Education & Literacy, Health & Family Welfare"
1483,SKEPTIC INDIA FOUNDATION,"U88900BR2024NPL071954
PATNA (Bihar)","FNO-303 SATI ALA GANESH, SAVITRI ENCLAVE DANAPUR, Danapur Bazar, Dinapur-Cum-Khagaul, Patna- 801503, Bihar, BIHAR, PATNA (Bihar) - 801503",--
1484,SKRK NAV JEWAN WELFARE FOUNDATION,"067463
PURNIA (Bihar)","WNO 7 VIL CHOCNCA PANCHAY, AT SRIPUR MALAH TOIL, Baisi, Purnia, Purnea, Bihar, India, 854315, PURNIA, PURNIA (Bihar) - 854315",--
1485,SMT. VIMAL DEVI EDUCATIONAL AND WELFARE FOUNDATION,"U85499BR2024NPL071016
SARAN (Bihar)","C/O-ABHIMANYU KUMAR SINGH, PAIGHAMBARPUR, BANIAPUR, Baniapur, Chapra, Saran- 841403, Bihar, CHAPRA, SARAN (Bihar) - 841403",--
1486,SND VISION CIVIL SERVICE CENTRE FOUNDATION,"U80900BR2019NPL044557
DARBHANGA (Bihar)","C/O NIRMAL KUMAR DAS, COLONY NO 03, SHANKAR JANETOR, WALE STREET, LAHERIASARAI, DARBHANGA, BIHAR, INDIA, 846001, Darbhanga, DARBHANGA (Bihar) - 846001",--
1487,SNH VISHWA SHANTI EDUCATIONAL RESEARCH FOUNDATION,"BR2024NPL068718
MUZAFFARPUR (Bihar)","c/o upendra singh adarsh gram Paigambarpur P.Kolhua, Muzaffarpur, Kanti, MUZAFFARPUR (Bihar) - 843108","Education & Literacy, Skill Development"
1488,SOCIAL CHILD DEVELOPMENT EDUCATIONAL WELFARE FOUNDATION,"U80903BR2020NPL048080
GOPALGANJ (Bihar)","HAJIA PUR ROAD GOPALGANJ BIHAR, BIHAR, GOPALGANJ (Bihar) - 841413",--
1489,SOCIAL GREEN FOUNDATION,"U85300BR2021NPL051580
PASHCHIM CHAMPARAN (Bihar)","C/O KANTI BHUSHAN MISHRA NEW COLONY DAKBANGLA ROAD GALI NO 01 WARD 37 BETTIAH WEST CHAMPARAN, Bettiah, PASHCHIM CHAMPARAN (Bihar) - 845438",--
1490,SOCIAL HORIZONE FOUNDATION,"the Companies Act, 2013
PATNA (Bihar)","C/O RAHESHWAR SINGH, RAMBHA NIWAS, YAKUBPUR, PHULWARISHARIF,, PATNA, PATNA (Bihar) - 801505","Agriculture, Animal Husbandry, Dairying & Fisheries, Art & Culture, Disaster Management, Education & Literacy, Environment & Forests, Health & Family Welfare, Information & Communication Technology, Labour & Employment, Micro Finance (SHGs), Micro Small & Medium Enterprises, Nutrition, Religious, Rural Development & Poverty Alleviation, Skill Development, Sports, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
1491,SOCIAL SPRING FOUNDATION,"U88900BR2025NL076291
NALANDA (Bihar)","SOCIAL SPRING FOUNDATION C/o - Navin Kumar Bharti, Beldhana Noorsarai, Chandi, Noorsarai, Nalanda - 803113, Noorsarai, NALANDA (Bihar) - 803113","Agriculture, Animal Husbandry, Dairying & Fisheries, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, Micro Finance (SHGs), Micro Small & Medium Enterprises, Nutrition, Rural Development & Poverty Alleviation, Skill Development, Women's Development & Empowerment"
1492,SOCIAL WARRIORS FOUNDATION,"U85300BR2020NPL049196
PATNA (Bihar)","C/O-OM PRAKASH ADITYA, J-82, P.C. COLONY, KANKARBAGH, 800020, PATNA, PATNA (Bihar) - 800020",--
1493,SOCIALMANISH ASSOCIATION,"U88900BR2025NPL073152
PATNA (Bihar)","C/O MANISH PRASAD, 650/C, SURYA DIGHA COMPOUND, DIGHAGHAT, DINAPUR-CUM-KHAGAUL, PATNA- 800011, BIHAR, PATNA, PATNA (Bihar) - 800011",--
1494,SOHAN K FOUNDATION,"074951
DARBHANGA (Bihar)","c o harishchandra roy ghanshyampubiraul r bihar 847427, Biraul, DARBHANGA (Bihar) - 847427","Education & Literacy, Human Rights"
1495,SOLIDHANDS SOCIAL WELFARE FOUNDATION,"U88900BR2023NPL063157
DARBHANGA (Bihar)","VILL-MAHINAWAN TOLA,MAHINAWAN PANCH-BAHERA, Benipur, DARBHANGA (Bihar) - 847103",--
1496,SOLVATE LABORATORIES PRIVATE LIMITED,"U24230BR2004PTC010848
PATNA (Bihar)","2ND FLOOR, MANIKUNJ APPARTMENT, ROAD NO.21, PLOT NO. L/100,S.K. NAGAR.PATNA-800001, PATNA, PATNA (Bihar) - 800001",--
1497,SONA MEMORIAL FOUNDATION,"U85300BR2021NPL051912
BANKA (Bihar)","BABUTOLA ,NR. OLD POLICE LINE ROAD BANKA, BANKA, BANKA (Bihar) - 813120",--
1498,SONAKSHI JAN SEVA VIKASH WELFARE FOUNDATION,"U85500BR2023NPL063719
SITAMARHI (Bihar)","Ramnagra Ward 12, Sitamarhi, SITAMARHI (Bihar) - 843302",--
1499,SONALI DIDI JAN KALYAN FOUNDATION,"U88100BR2024NPL070582
NAWADA (Bihar)","C/O VIBHA KUMARI, INDAUL , NEMDARGANJ, Chhoti Amawa, Akbarpur, Nawada- 805121, Bihar, nawada, NAWADA (Bihar) - 805121",--
1500,SONPUR MASEEH FOUNDATION,"U88900BR2024NPL067876
SARAN (Bihar)","C/o LAT KAMTA PRASAD, VILL-NAZARMIRA, Sonepur (Saran), Chapra, Saran- 841101, Bihar, Sonpur, SARAN (Bihar) - 841101",--
1501,SOURYAVART WELFARE FOUNDATION,"U85500BR2025NPL074481
BUXAR (Bihar)","C/O BHAGWATI DEVI, DARJI MUHALA, Buxar, BUXAR (Bihar) - 802101",Micro Finance (SHGs)
1502,SPB FOUNDATION,"U 8 8 9 0 0 B R 2 0 2 3 N P L 0 6 2 3 9 3
PASHCHIM CHAMPARAN (Bihar)","C/O SHAMBHU PRASAD GOURAKH PD DEOLIYA NARKATIAGANJ NARKATIAGANJ BETTIAH WEST CHAMPARAN BIHAR, Narkatiaganj, PASHCHIM CHAMPARAN (Bihar) - 845455","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
1503,SPCA FOUNDATION,"U85300BR2022NPL059556
PATNA (Bihar)","RAMJEE CHAK BATAGANJ GANDHAI ROAD DIGHA PATNA800018 (BIHAR), PATNA, PATNA (Bihar) - 800018",--
1504,SPECTPALI EDUCATIONAL WELFARE ASSOCIATION,"U80902BR2021NPL051542
MUZAFFARPUR (Bihar)","C/O SURESH KUMAR SAH, VILLTOLA BHAGWANPUR, BLOCK MUSAHRI, MUZAFFARPUR, BIHAR 842001 IN, MUZAFFARPUR, MUZAFFARPUR (Bihar) - 842001",--
1505,SPK WELFARE FOUNDATION,"U88900BR2023NPL062797
PATNA (Bihar)","F.N. 301, Surya Laxmi Villa APPT. Ramjaipal Path, Bailey Rd, Danapur, 801503, Patna, PATNA (Bihar) - 801503",--
1506,SPLICE GLOBAL FOUNDATION,"032687
PATNA (Bihar)","405 BLOCK-B, P MALL, EXHIBITION ROAD, PATNA- 800001, PATNA, PATNA (Bihar) - 800001",--
1507,SPS WELFARE FOUNDATION,"U93090BR2018NPL039421
VAISHALI (Bihar)","KARANPUR, HAJIPUR, VAISHALI, BIHAR-844101, VAISHALI, VAISHALI (Bihar) - 844101",--
1508,SREYAA WELFARE FOUNDATION,"U88900BR2024NPL067169
SITAMARHI (Bihar)","C/O RAVI MAHATO, BAZIDPUR PANCHMURADPUR, SITAMARHI, DUMRA, SITAMARHI- 843301, BIHAR, DUMRA, SITAMARHI (Bihar) - 843301",--
1509,SRI HARI SEARCH & SERVICES PRIVATE LIMITED,"U93090BR2017PTC036276
SITAMARHI (Bihar)","WARD-B, VILL. WAYANA, P.O.- DHANUKHI, P.S.-RUNNISAIDPUR, SITAMARHI, BIHAR-843328 , SITAMARHI, SITAMARHI (Bihar) - 843328",--
1510,Sri Hindustan Tourist Bureau Private Limited,"U64100BR2007PTC013157
PATNA (Bihar)","54C, Kadam Kaun, Patna, Bihar-800003, Patna, PATNA (Bihar) - 800003",--
1511,SRI LAXMI NARAYAN MANDIR SANCHALAK FOUNDATION,"U88900BR2024NPL071741
MADHUBANI (Bihar)","C/O Basant Kumar Chopra, Vill-Narahia, Panchnarhiya, Laukahi, Laukaha, Madhubani, MADHUBANI (Bihar) - 847108",--
1512,SRI RAMAUDIT DAS FOUNDATION,"U80903BR2020NPL047871
DARBHANGA (Bihar)","Village and Post Pacharhi, VIA Raiyam, Darbhanga, Darbhanga, DARBHANGA (Bihar) - 847337","Education & Literacy, Health & Family Welfare"
1513,SRI RAMPUTRA WELFARE FOUNDATION,"U85300BR2020NPL045124
SITAMARHI (Bihar)","VILL LACHHUA, PANCH MAHUAWA, POST MAHUAWA, BLOCK BHATHNANA, SITAMARHI, BIHAR, SITAMARHI, SITAMARHI (Bihar) - 843331",--
1514,SRI SRI EKLINGJI MAHARAJ GURUKUL GRAMIN VIKAS FOUNDATION,"U88900BR2024NPL072447
PATNA (Bihar)","Meyura Dharampur Road, Rupas, Rupas, Athmalgola, Patna803211, Bihar, Patna, PATNA (Bihar) - 803211",--
1515,SRIGIRDHARGOPAL FOUNDATION,"U85499BR2024NPL068590
SIWAN (Bihar)","C/O- SRI. PUSHPENDRA PRATAP SINGH, S/O- KAMESHWAR SINGH, SIWAN, SIWAN, BIHAR, INDIA, 841226, Siwan, SIWAN (Bihar) - 841226","Education & Literacy, Health & Family Welfare, Rural Development & Poverty Alleviation, Urban Development & Poverty Alleviation"
1516,SRIJ SAANJH EK NAYA SAVERA FOUNDATION,"U88900BR2024NPL071885
PATNA (Bihar)","C/o Monu Singh, AAMIYA HOUSE, RAMNAGRI MORE, ASHIYANA DIGHA MAIN ROAD PATNA 800025, Patna, PATNA (Bihar) - 800025",--
1517,SRIJANPATH FOUNDATION,"U88900BR2024NPL070933
PATNA (Bihar)","SIKANDARPUR , NEAR ESIC HOSPITAL , BIHTA PATNA BIHAR, BIHTA, PATNA (Bihar) - 801103",--
1518,SRILY FOUNDATION,"U85307BR2024NPL067570
SARAN (Bihar)","C/O LAKHMEENA DEVI SURVEY NO 114/24/028 GHOSH COLONY SARDHA CHAPRA SARAN BIHAR, CHHAPRA, SARAN (Bihar) - 841301",--
1519,SRIPURAM PEETH FOUNDATION,"U88100BR2025NPL074007
SIWAN (Bihar)","BHOPATPURA NEAR MEDICAL COLLAGE MAIRWA SIWAN 841239 BIHAR, Mairwa, SIWAN (Bihar) - 841239","Aged/Elderly, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Education & Literacy, Environment & Forests, Health & Family Welfare, Human Rights, Legal Awareness & Aid, Skill Development, Sports, Tribal Affairs, Youth Affairs"
1520,SRISHANKARBABU SMRITI SEVA FOUNDATION,"065956
SAHARSA (Bihar)","C/o Sri Shankar Bhagat, Saharsa, Saharsa, Kahra, Bihar, SAHARSA, SAHARSA (Bihar) - 852201",--
1521,Srishti Aman Foundation,"U85300BR2021NPL052213
PURBI CHAMPARAN (Bihar)","54, 922, House No.-193, Ward No.-08,Tola- Balapur, Purnahia Panchayat, PO-Barwa Khurd, PS-Ghorasahan, East Champaran, Bihar, Pin-845304, Motihari, PURBI CHAMPARAN (Bihar) - 845304",--
1522,Srishti Social Welfare Foundation,"U80903BR2020NPL048163
SIWAN (Bihar)","C/O- GAYA PRASAD, VILL- KOTHUA SARANGPUR, TOLA- NAWALPUR, PANCHAYAT- KOTHUA SARANGPUR, BLOCK- DARAUNDA POST- MAHARAJGANJ, DIST- SIWAN, BIHAR, INDIA-841238, MAHARAJGANJ, SIWAN (Bihar) - 841238",--
1523,SRISRISITARAM AROGYA FOUNDATION,"075059
PATNA (Bihar)","C/o DEEPAK SINGH,FLAT 312, BLOCK B,RK PURAM, DANAPUR, Danapur Cantt, Patna, Dinapur-Cum-Khagaul, Bihar, India, 801503, Athmalgola, PATNA (Bihar) - 801503","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Children, Civic Issues, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Small & Medium Enterprises, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
1524,SRS EDUCATIONAL FOUNDATION,"U85306BR2025NPL075568
SHEIKHPURA (Bihar)","C/O HARIOM KUMAR, PANHESHA, SHEIKHOPURSARAI, SHEIKHPURA, Shekhopur Sarai, SHEIKHPURA (Bihar) - 811103","Education & Literacy, Skill Development, Vocational Training"
1525,SS PRATISHTHA SEVA FOUNDATION,"U87900BR2023NPL065686
GOPALGANJ (Bihar)","C/O- RAJEEV KUMAR TIWARI, GP11792, THAWE ROAD,, Gopalganj, GOPALGANJ (Bihar) - 841428","Housing, Labour & Employment"
1526,SSRAS FOUNDATION,"062069
PATNA (Bihar)","EAST GOLA ROAD GUPTACOLONYNEAR ST KARENS SCHOOL Khagual BR 801503 IN, Patna, PATNA (Bihar) - 801503",--
1527,Starway Welfare Foundation,"U85300BR2021NPL054047
JAMUI (Bihar)","Sadonyx School Road , Sohjana , Jhajha , Jamui , Bihar , India, 811308, Bihar, JAMUI (Bihar) - 811308",--
1528,STEADY SOFTWARE PRIVATE LIMITED,"U74999BR2017PTC033692
KATIHAR (Bihar)","MD SIRAJUDDIN STEADY SOFTWARE PVT. LTD. KATIHAR, BIHAR PIN 854105 MOB - 9097313809, KATIHAR, KATIHAR (Bihar) - 854105",--
1529,Stray Insight Foundation,"U85300BR2022NPL058251
BHOJPUR (Bihar)","Veer Kunwar Singh Colony,, Katira,, Ara, Bhojpur, BHOJPUR (Bihar) - 802301",--
1530,STUCARE SOCIAL FOUNDATION,"U85500BR2023NPL062390
BUXAR (Bihar)","C/O SMT LILAWATI DEVI, STATION ROAD, DUMARAON, BIHAR, AMSARI, DUMRAON, BUXAR, BIHAR- 802126., BUXAR, BUXAR (Bihar) - 802126",--
1531,STUVOL NEOHUMANISM EDUCATION FOUNDATION,"U88900BR2024NPL069949
MUZAFFARPUR (Bihar)","SHANKARPURI, SATPURA, Ramna,, Mushahari, Mushahari, MUZAFFARPUR (Bihar) - 842002",--
1532,SUABSA HEALTH AND EDUCATION FOUNDATION,"U86100BR2024NPL068876
ROHTAS (Bihar)","C/O RAMASHANKAR RAY, TENUAJ, DINARA , ROHTAS, ROHTAS, ROHTAS (Bihar) - 802213",--
1533,SUBAH SAVERA FOUNDATION,"U85300BR2022NPL056762
BHOJPUR (Bihar)","VILLAGE ,P.O. GAJRAJGANJ,DISTT.BHOJPUR (ARA), POLICE STATION -UDAWANT NAGAR ,BIHAR BHOJPUR ,INDIA ,802157, BHOJPUR, BHOJPUR (Bihar) - 802157",--
1534,SUBH CARE FOUNDATION,"053040
MUNGER (Bihar)","C/o NIRMALA MAHARAJ, U1A, D.D.T ROAD, JAMALPUR, MUNGER, BIHAR811214, JAMALPUR, MUNGER (Bihar) - 811214",--
1535,SUBHANI INTERNATIONAL COMPASSION NETWORK FOUNDATION,"U88900BR2024NPL070597
DARBHANGA (Bihar)","Ward 37, Karamganj, Laherisarai, Dumduma, Laheriasarai, Darbhanga, Darbhanga- 846001, Bihar, DARBHANGA (Bihar) - 846001",--
1536,SUBHSUJEN SOCIAL FOUNDATION,"ABMCS8265K
PATNA (Bihar)","C/O HARENDRA KUMAR 51 BABUCHAK PO-MOHAMMADPUR KHAGAUL DINAPUR-CUM-KHAGAUL, PATNA, PATNA (Bihar) - 801105",--
1537,SUBSIGN XIQUAL WELFARE FOUNDATION,"060664
DARBHANGA (Bihar)","At and Post : Madanpur, Block : Bahadurpur, District : Darbhanga(Bihar)847101, Darbhanga, DARBHANGA (Bihar) - 847101",--
1538,SUCHITA DEV FOUNDATION,"U88900BR2025NPL076875
NALANDA (Bihar)","HAMAUT HARNAUT NALANDA 803110, Bihar, NALANDA (Bihar) - 803110","Aged/Elderly, Children, Civic Issues, Dalit Upliftment, Differently Abled, Education & Literacy, Environment & Forests, Information & Communication Technology, Labour & Employment, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment, Youth Affairs"
1539,SUCHITRA CANCER CARE FOUNDATION,"U85300BR2020NPL049092
PATNA (Bihar)","House No. 6C, R. Nagar-20, Rajendra Nagar, Sampatchak, PATNA (Bihar) - 800016","Education & Literacy, Health & Family Welfare"
1540,SUHANASAFAR FOUNDATION,"061055
MUNGER (Bihar)","WARD NO7 NAYAGAON , PO BASUDEVPUR,, PSKOTWALI, MUNGER , BIHAR-811202, MUNGER, MUNGER (Bihar) - 811202",--
1541,SUJANIMAHILA JEEVAN FOUNDATION,"U85300BR2021NPL051308
MUZAFFARPUR (Bihar)","Manipur Bhusra Gaighat Muzaffarpur, Muzaffarpur, MUZAFFARPUR (Bihar) - 843103",--
1542,SUJATA COMPASSION FOUNDATION,"U85300BR2020NPL046662
GAYA (Bihar)","C/o Banwari Singh, Vill-Bakrour, P.O- Bakrour, Bodhgaya, Gaya, Bihar - 824231, BODHGAYA, GAYA (Bihar) - 824231",--
1543,SUKANYA SHAKTI FOUNDATION,"072240
GAYA (Bihar)","C/O SRI. AJAY KUMAR, KOERI BARI , GAYA, Gaya, Gaya, Gaya, Bihar, India, 823001, Gaya Town C.D.Block, GAYA (Bihar) - 823001","Agriculture, Women's Development & Empowerment"
1544,Sukanya Welfare Foundation,"47519
GAYA (Bihar)","JASS COMPLEX, MUFFASHIL MORE, KHIZARSARAI ROAD, NEAR CENTERAL BANK MANPUR GAYA , BIHAR -823003, GAYA, GAYA (Bihar) - 823003",--
1545,SUKRIDDHI FOUNDATION,"U88900BR2025NPL074185
PATNA (Bihar)","P No 1431875, Gandhi Setu, Near Of K, Asera Iron, Gulzarbagh, Sampatchak, PATNA (Bihar) - 800007","Agriculture, Education & Literacy, Women's Development & Empowerment"
1546,SULOCHNA POLY CLINIC & NURSING HOME FOUNDATION,"U86909BR2024NPL067018
BHAGALPUR (Bihar)","SURYA MOHAN THAKUR ROAD, TILKAMNJHI, BHAGALPUR, BHAGALPUR, BHAGALPUR (Bihar) - 812001",--
1547,SUMAN SHASHI WELFARE FOUNDATION,"070043
PATNA (Bihar)","C/o-Maheshwari prasad, Adarsh colony, Boothnath, B.H.Colony, Sampatchak, Patna- 800026, Bihar, Patna, PATNA (Bihar) - 800020",--
1548,SUMANT KISHOR FOUNDATION,"062878
SIWAN (Bihar)","C/o Upendra Nath yadav,Village Sipah panchayat Basantpur Block Basantpur,Siwan-841406, Bihar, Siwan, SIWAN (Bihar) - 841406","Minority Issues, Religious"
1549,SUMIWAR WELFARE FOUNDATION,"U85300BR2022NPL060165
PATNA (Bihar)","1st FLOOR, SUMITRA SADAN RAM LAKHAN PATH, ASHOK NAGAR, ROAD NO. 8, Patna, PATNA (Bihar) - 800020",--
1550,SUNAINA CHARITABLE FOUNDATION,"U88900BR2023NPL062859
SARAN (Bihar)","C/o MUKUND KR. SINGH,AT MAIN ROAD, NEAR SPS, Sonepur (Saran),Chapra, Saran-841101,Bihar, Chapra, SARAN (Bihar) - 841101",--
1551,SUNDARI SWASTHYA SURAKSHA FOUNDATION,"U88900BR2024NPL072502
GAYA (Bihar)","Pushp Giri Road, Near Power Grid, Sherghati, Gaya, Sherghati,, Sherghati, GAYA (Bihar) - 824211","Art & Culture, Human Rights"
1552,SUNITI CHATURBHUJ SOCIAL FOUNDATION,"U85300BR2021NPL055539
VAISHALI (Bihar)","C/O GYANENDRA PRIYADARSHI, NAKHAS ANDARKILA, HAJIPUR, Vaishali, Bihar, India, 844101, HAJIPUIR, VAISHALI (Bihar) - 844101",--
1553,SUNITRANJAN FOUNDATION,"U88900BR2025NPL074085
SIWAN (Bihar)","C/O SUNIT RANJAN , DS1, VILL- BINDUSAR , PS- MAHADEWA , SIWAN, Siwan, SIWAN (Bihar) - 841226","Education & Literacy, Environment & Forests, Health & Family Welfare, Skill Development"
1554,SUNSHREE RKM FOUNDATION,"U88900BR2024NPL072710
JAMUI (Bihar)","SUNSHREE RKM FOUNDATION C/o ANIMESH KUMAR, V.I.P COLONY, NEAR BLOCK, JAMUI, JAMUI (Bihar) - 811307",--
1555,SUPAUL MICROPE FOUNDATION,"U65100BR2021NPL054368
SAMASTIPUR (Bihar)","VILLAGE SUPAUL TOLASUPAUL PANCHBIRNAMA TULA BLOCK UJIARPUR UJIARPUR Samastipur - 848134 Bihar - India, SAMASTIPUR, SAMASTIPUR (Bihar) - 848134",--
1556,Support For Villagers Foundation,"U85300BR2021NPL054304
NAWADA (Bihar)","W/O S.B MAHTO GURUCHAK, AKBARPUR,, NAWADA, NAWADA (Bihar) - 805126",--
1557,SUPRAMATRI FOUNDATION,"U88900BR2023NPL065287
PURBI CHAMPARAN (Bihar)","VILL AHIRAULIYA BLOCK KOTWA ARERAJ AHIRAULIYA EAST CHAMPARAN -845417 BIHAR, Kotwa, PURBI CHAMPARAN (Bihar) - 845417","Agriculture, Animal Husbandry, Dairying & Fisheries, Art & Culture, Children, Drinking Water, Education & Literacy, Food Processing, Health & Family Welfare, Human Rights, Labour & Employment, New & Renewable Energy, Panchayati Raj, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
1558,SUPRIYA AND SURYA INFRATECH (OPC) PRIVATE LIMETED,"U45309BR2020OPC045377
SAMASTIPUR (Bihar)","SUPRIYA AND SURYA INFRATECH (OPC) PRIVATE LIMITED VILLTOLAPANCHINDAR WARA,, BLOCKMORWA, DISTSAMASTIPUR,, SAMASTIPUR, Samastipur, Bihar, India, 848505, SAMASTIPUR, SAMASTIPUR (Bihar) - 848505",--
1559,SUPRIYAHEALTHCARE FOUNDATION,"U85500BR2025NPL075866
BEGUSARAI (Bihar)","C/o Santosh Sony Ward No-1, Chakkapar Pidhauli, Teghra, Begusarai, Bihar, Teghra, BEGUSARAI (Bihar) - 851133","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
1560,SUREKA INTERNATIONAL ACADEMY FOUNDATION,"U85212BR2023NPL066820
MUZAFFARPUR (Bihar)","C/O JANKIDAS MURLIDHAR, HOUSE 78 SUTAPATTY, SARAIYAGANJ, MUZAFFARPUR, MUSHAHARI, BIHAR-842001, MUZAFFARPUR, MUZAFFARPUR (Bihar) - 842001",--
1561,SURESOCIAL WELFARE FOUNDATION,"U88900BR2024NPL071716
MUZAFFARPUR (Bihar)","C/O SUSHIL KUMAR, VILL MANIKA URF BISHUNPUR, Manika, Kurhani, Muzaffarpur, MUZAFFARPUR, MUZAFFARPUR (Bihar) - 843119",--
1562,SURYANSHSELFLESS SOCIAL SERVICE ASSOCIATION,"U85310BR2020NPL046353
SIWAN (Bihar)","C/o. Nilmani Mishra, Bhardwaj Villa, VIL Post Badram, Siwan Block, PoliceStation , Hussainganj, Bihar, India - 841241., Hussainganj, SIWAN (Bihar) - 841241","Animal Husbandry, Dairying & Fisheries, Dalit Upliftment, Education & Literacy, Food Processing, Health & Family Welfare, HIV/AIDS, Labour & Employment, Skill Development, Women's Development & Empowerment, Youth Affairs"
1563,SURYKALA LILA KANT SMRITI FOUNDATION,"U85300BR2022NPL060821
MADHUBANI (Bihar)","C/O SUSHIL KANT MISHRA, WARD 11, RAIMA BLOCK- MADHWAPUR, PS SHARGHAT, MADHUBANI,BIHAR-847308,INDIA, MADHUBANI, MADHUBANI (Bihar) - 847308",--
